method	pattern	instance	sample	character	width
TRUE	R	981	3	15	0.059693
TRUE	R	981	3	16	0.0
TRUE	R	981	3	17	0.0
TRUE	R	981	4	0	0.209693
TRUE	R	981	4	1	0.214431
TRUE	R	981	4	2	0.0
TRUE	R	981	4	3	0.0
TRUE	R	981	4	4	0.21065
TRUE	R	981	4	5	0.0
TRUE	R	981	4	6	0.0
TRUE	R	981	4	7	0.0
TRUE	R	981	4	8	0.0
TRUE	R	981	4	9	0.0639375
TRUE	R	981	4	10	0.1365698
TRUE	R	981	4	11	0.0
TRUE	R	981	4	12	0.0
TRUE	R	981	4	13	0.0
TRUE	R	981	4	14	0.0
TRUE	R	981	4	15	0.0
TRUE	R	981	4	16	0.068245
TRUE	R	981	4	17	0.0
TRUE	R	981	5	0	0.20672
TRUE	R	981	5	1	0.0
TRUE	R	981	5	2	0.209712
TRUE	R	981	5	3	0.220058
TRUE	R	981	5	4	0.0
TRUE	R	981	5	5	0.0
TRUE	R	981	5	6	0.0
TRUE	R	981	5	7	0.0
TRUE	R	981	5	8	0.0
TRUE	R	981	5	9	0.0
TRUE	R	981	5	10	0.0
TRUE	R	981	5	11	0.209126
TRUE	R	981	5	12	0.0
TRUE	R	981	5	13	0.152476
TRUE	R	981	5	14	0.0
TRUE	R	981	5	15	0.0
TRUE	R	981	5	16	0.0
TRUE	R	981	5	17	0.064985
TRUE	S	17	0	0	0.21767
TRUE	S	17	0	1	0.212825
TRUE	S	17	0	2	0.0
TRUE	S	17	0	3	0.0
TRUE	S	17	0	4	0.0
TRUE	S	17	0	5	0.0
TRUE	S	17	0	6	0.0
TRUE	S	17	0	7	0.0
TRUE	S	17	0	8	0.0
TRUE	S	17	0	9	0.0
TRUE	S	17	0	10	0.0
TRUE	S	17	1	0	0.217087
TRUE	S	17	1	1	0.0
TRUE	S	17	1	2	0.0
TRUE	S	17	1	3	0.0
TRUE	S	17	1	4	0.0
TRUE	S	17	1	5	0.0
TRUE	S	17	1	6	0.0
TRUE	S	17	1	7	0.0
TRUE	S	17	1	8	0.0
TRUE	S	17	1	9	0.0
TRUE	S	17	1	10	0.0
TRUE	S	17	2	0	0.21328
TRUE	S	17	2	1	0.0
TRUE	S	17	2	2	0.0
TRUE	S	17	2	3	0.0
TRUE	S	17	2	4	0.0
TRUE	S	17	2	5	0.0
TRUE	S	17	2	6	0.0
TRUE	S	17	2	7	0.0
TRUE	S	17	2	8	0.0
TRUE	S	17	2	9	0.0
TRUE	S	17	2	10	0.15475
TRUE	S	17	3	0	0.197849
TRUE	S	17	3	1	0.0
TRUE	S	17	3	2	0.0
TRUE	S	17	3	3	0.0
TRUE	S	17	3	4	0.0
TRUE	S	17	3	5	0.0
TRUE	S	17	3	6	0.0
TRUE	S	17	3	7	0.063573
TRUE	S	17	3	8	0.0
TRUE	S	17	3	9	0.0
TRUE	S	17	3	10	0.0
TRUE	S	17	4	0	0.224019
TRUE	S	17	4	1	0.0
TRUE	S	17	4	2	0.171304
TRUE	S	17	4	3	0.198468
TRUE	S	17	4	4	0.0
TRUE	S	17	4	5	0.0
TRUE	S	17	4	6	0.104305
TRUE	S	17	4	7	0.0
TRUE	S	17	4	8	0.0
TRUE	S	17	4	9	0.0
TRUE	S	17	4	10	0.151439
TRUE	S	17	5	0	0.215535
TRUE	S	17	5	1	0.146227
TRUE	S	17	5	2	0.0
TRUE	S	17	5	3	0.0
TRUE	S	17	5	4	0.186179
TRUE	S	17	5	5	0.138043
TRUE	S	17	5	6	0.0
TRUE	S	17	5	7	0.0
TRUE	S	17	5	8	0.055544
TRUE	S	17	5	9	0.062289
TRUE	S	17	5	10	0.0
TRUE	S	23	0	0	0.152565
TRUE	S	23	0	1	0.086197
TRUE	S	23	0	2	0.206877
TRUE	S	23	0	3	0.0
TRUE	S	23	0	4	0.0
TRUE	S	23	0	5	0.0
TRUE	S	23	0	6	0.0
TRUE	S	23	0	7	0.0
TRUE	S	23	0	8	0.0
TRUE	S	23	0	9	0.0
TRUE	S	23	0	10	0.0
TRUE	S	23	0	11	0.0
TRUE	S	23	0	12	0.0
TRUE	S	23	1	0	0.152636
TRUE	S	23	1	1	0.084571
TRUE	S	23	1	2	0.193558
TRUE	S	23	1	3	0.0
TRUE	S	23	1	4	0.0
TRUE	S	23	1	5	0.0
TRUE	S	23	1	6	0.0
TRUE	S	23	1	7	0.0
TRUE	S	23	1	8	0.0
TRUE	S	23	1	9	0.0
TRUE	S	23	1	10	0.0
TRUE	S	23	1	11	0.0
TRUE	S	23	1	12	0.0
TRUE	S	23	2	0	0.15418
TRUE	S	23	2	1	0.073332
TRUE	S	23	2	2	0.0
TRUE	S	23	2	3	0.0
TRUE	S	23	2	4	0.0
TRUE	S	23	2	5	0.0
TRUE	S	23	2	6	0.0
TRUE	S	23	2	7	0.0
TRUE	S	23	2	8	0.0
TRUE	S	23	2	9	0.0
TRUE	S	23	2	10	0.0
TRUE	S	23	2	11	0.119568
TRUE	S	23	2	12	0.079968
TRUE	S	23	3	0	0.148649
TRUE	S	23	3	1	0.083347
TRUE	S	23	3	2	0.211808
TRUE	S	23	3	3	0.173535
TRUE	S	23	3	4	0.0
TRUE	S	23	3	5	0.0
TRUE	S	23	3	6	0.0
TRUE	S	23	3	7	0.12084
TRUE	S	23	3	8	0.045412
TRUE	S	23	3	9	0.0
TRUE	S	23	3	10	0.0
TRUE	S	23	3	11	0.0
TRUE	S	23	3	12	0.0
TRUE	S	23	4	0	0.151989
TRUE	S	23	4	1	0.086009
TRUE	S	23	4	2	0.210974
TRUE	S	23	4	3	0.0
TRUE	S	23	4	4	0.203605
TRUE	S	23	4	5	0.194544
TRUE	S	23	4	6	0.0
TRUE	S	23	4	7	0.0
TRUE	S	23	4	8	0.0
TRUE	S	23	4	9	0.218268
TRUE	S	23	4	10	0.047587
TRUE	S	23	4	11	0.0
TRUE	S	23	4	12	0.0
TRUE	S	23	5	0	0.148825
TRUE	S	23	5	1	0.089244
TRUE	S	23	5	2	0.207725
TRUE	S	23	5	3	0.0
TRUE	S	23	5	4	0.0
TRUE	S	23	5	5	0.0
TRUE	S	23	5	6	0.189688
TRUE	S	23	5	7	0.0
TRUE	S	23	5	8	0.0
TRUE	S	23	5	9	0.0
TRUE	S	23	5	10	0.0
TRUE	S	23	5	11	0.0
TRUE	S	23	5	12	0.0
TRUE	S	25	0	0	0.146847
TRUE	S	25	0	1	0.095043
TRUE	S	25	0	2	0.163667
TRUE	S	25	0	3	0.1521449
TRUE	S	25	0	4	0.0
TRUE	S	25	0	5	0.0
TRUE	S	25	0	6	0.0
TRUE	S	25	0	7	0.0
TRUE	S	25	0	8	0.0
TRUE	S	25	0	9	0.0
TRUE	S	25	0	10	0.0
TRUE	S	25	0	11	0.0
TRUE	S	25	1	0	0.150876
TRUE	S	25	1	1	0.097646
TRUE	S	25	1	2	0.220544
TRUE	S	25	1	3	0.0
TRUE	S	25	1	4	0.0
TRUE	S	25	1	5	0.0
TRUE	S	25	1	6	0.0
TRUE	S	25	1	7	0.0
TRUE	S	25	1	8	0.0
TRUE	S	25	1	9	0.0
TRUE	S	25	1	10	0.0
TRUE	S	25	1	11	0.0
TRUE	S	25	2	0	0.150247
TRUE	S	25	2	1	0.096704
TRUE	S	25	2	2	0.212449
TRUE	S	25	2	3	0.174399
TRUE	S	25	2	4	0.1331842
TRUE	S	25	2	5	0.0
TRUE	S	25	2	6	0.0
TRUE	S	25	2	7	0.0
TRUE	S	25	2	8	0.10748
TRUE	S	25	2	9	0.0
TRUE	S	25	2	10	0.0
TRUE	S	25	2	11	0.091892
TRUE	S	25	3	0	0.154355
TRUE	S	25	3	1	0.0
TRUE	S	25	3	2	0.0
TRUE	S	25	3	3	0.0
TRUE	S	25	3	4	0.0
TRUE	S	25	3	5	0.0867572
TRUE	S	25	3	6	0.0
TRUE	S	25	3	7	0.0
TRUE	S	25	3	8	0.0
TRUE	S	25	3	9	0.0
TRUE	S	25	3	10	0.215523
TRUE	S	25	3	11	0.0
TRUE	S	25	4	0	0.146883
TRUE	S	25	4	1	0.0
TRUE	S	25	4	2	0.0
TRUE	S	25	4	3	0.0
TRUE	S	25	4	4	0.0
TRUE	S	25	4	5	0.0
TRUE	S	25	4	6	0.196064
TRUE	S	25	4	7	0.0
TRUE	S	25	4	8	0.0
TRUE	S	25	4	9	0.147239
TRUE	S	25	4	10	0.0
TRUE	S	25	4	11	0.0
TRUE	S	25	5	0	0.154793
TRUE	S	25	5	1	0.0
TRUE	S	25	5	2	0.0
TRUE	S	25	5	3	0.0
TRUE	S	25	5	4	0.0
TRUE	S	25	5	5	0.0
TRUE	S	25	5	6	0.0
TRUE	S	25	5	7	0.108872
TRUE	S	25	5	8	0.0
TRUE	S	25	5	9	0.0
TRUE	S	25	5	10	0.0
TRUE	S	25	5	11	0.123707
TRUE	S	31	0	0	0.214387
TRUE	S	31	0	1	0.127633
TRUE	S	31	0	2	0.164291
TRUE	S	31	0	3	0.184685
TRUE	S	31	0	4	0.0
TRUE	S	31	0	5	0.180483
TRUE	S	31	0	6	0.0
TRUE	S	31	0	7	0.0
TRUE	S	31	0	8	0.0
TRUE	S	31	0	9	0.0
TRUE	S	31	0	10	0.0
TRUE	S	31	0	11	0.0
TRUE	S	31	0	12	0.0
TRUE	S	31	0	13	0.0
TRUE	S	31	0	14	0.0
TRUE	S	31	1	0	0.217204
TRUE	S	31	1	1	0.0
TRUE	S	31	1	2	0.221105
TRUE	S	31	1	3	0.1308309
TRUE	S	31	1	4	0.200422
TRUE	S	31	1	5	0.0
TRUE	S	31	1	6	0.0
TRUE	S	31	1	7	0.0
TRUE	S	31	1	8	0.0
TRUE	S	31	1	9	0.0
TRUE	S	31	1	10	0.0
TRUE	S	31	1	11	0.0
TRUE	S	31	1	12	0.0
TRUE	S	31	1	13	0.0
TRUE	S	31	1	14	0.0
TRUE	S	31	2	0	0.218331
TRUE	S	31	2	1	0.0
TRUE	S	31	2	2	0.0
TRUE	S	31	2	3	0.0
TRUE	S	31	2	4	0.0
TRUE	S	31	2	5	0.204369
TRUE	S	31	2	6	0.202508
TRUE	S	31	2	7	0.0
TRUE	S	31	2	8	0.0
TRUE	S	31	2	9	0.0
TRUE	S	31	2	10	0.0
TRUE	S	31	2	11	0.0
TRUE	S	31	2	12	0.0
TRUE	S	31	2	13	0.0
TRUE	S	31	2	14	0.0
TRUE	S	31	3	0	0.198049
TRUE	S	31	3	1	0.0
TRUE	S	31	3	2	0.0
TRUE	S	31	3	3	0.0
TRUE	S	31	3	4	0.0
TRUE	S	31	3	5	0.219367
TRUE	S	31	3	6	0.0
TRUE	S	31	3	7	0.1332177
TRUE	S	31	3	8	0.0
TRUE	S	31	3	9	0.0
TRUE	S	31	3	10	0.0
TRUE	S	31	3	11	0.0
TRUE	S	31	3	12	0.125455
TRUE	S	31	3	13	0.0
TRUE	S	31	3	14	0.0
TRUE	S	31	4	0	0.201571
TRUE	S	31	4	1	0.0
TRUE	S	31	4	2	0.0
TRUE	S	31	4	3	0.0
TRUE	S	31	4	4	0.0
TRUE	S	31	4	5	0.223559
TRUE	S	31	4	6	0.0
TRUE	S	31	4	7	0.0
TRUE	S	31	4	8	0.1356465
TRUE	S	31	4	9	0.0
TRUE	S	31	4	10	0.0
TRUE	S	31	4	11	0.15023
TRUE	S	31	4	12	0.0
TRUE	S	31	4	13	0.0
TRUE	S	31	4	14	0.0
TRUE	S	31	5	0	0.217399
TRUE	S	31	5	1	0.0
TRUE	S	31	5	2	0.207087
TRUE	S	31	5	3	0.201289
TRUE	S	31	5	4	0.0
TRUE	S	31	5	5	0.0
TRUE	S	31	5	6	0.0
TRUE	S	31	5	7	0.0
TRUE	S	31	5	8	0.0
TRUE	S	31	5	9	0.109702
TRUE	S	31	5	10	0.204772
TRUE	S	31	5	11	0.0
TRUE	S	31	5	12	0.0
TRUE	S	31	5	13	0.048963
TRUE	S	31	5	14	0.07936
TRUE	S	32	0	0	0.20374
TRUE	S	32	0	1	0.207891
TRUE	S	32	0	2	0.058745
TRUE	S	32	0	3	0.102639
TRUE	S	32	0	4	0.057848
TRUE	S	32	0	5	0.183026
TRUE	S	32	0	6	0.0
TRUE	S	32	0	7	0.0
TRUE	S	32	0	8	0.0
TRUE	S	32	0	9	0.0
TRUE	S	32	0	10	0.0
TRUE	S	32	1	0	0.214966
TRUE	S	32	1	1	0.206763
TRUE	S	32	1	2	0.056949
TRUE	S	32	1	3	0.112469
TRUE	S	32	1	4	0.054198
TRUE	S	32	1	5	0.0
TRUE	S	32	1	6	0.0
TRUE	S	32	1	7	0.0
TRUE	S	32	1	8	0.0
TRUE	S	32	1	9	0.0
TRUE	S	32	1	10	0.0
TRUE	S	32	2	0	0.213199
TRUE	S	32	2	1	0.22065
TRUE	S	32	2	2	0.063617
TRUE	S	32	2	3	0.0
TRUE	S	32	2	4	0.0
TRUE	S	32	2	5	0.0
TRUE	S	32	2	6	0.0
TRUE	S	32	2	7	0.0
TRUE	S	32	2	8	0.0
TRUE	S	32	2	9	0.0
TRUE	S	32	2	10	0.102027
TRUE	S	32	3	0	0.206589
TRUE	S	32	3	1	0.0
TRUE	S	32	3	2	0.0
TRUE	S	32	3	3	0.0
TRUE	S	32	3	4	0.0
TRUE	S	32	3	5	0.0
TRUE	S	32	3	6	0.101865
TRUE	S	32	3	7	0.0
TRUE	S	32	3	8	0.0
TRUE	S	32	3	9	0.07027
TRUE	S	32	3	10	0.0
TRUE	S	32	4	0	0.202477
TRUE	S	32	4	1	0.211787
TRUE	S	32	4	2	0.0
TRUE	S	32	4	3	0.0
TRUE	S	32	4	4	0.0
TRUE	S	32	4	5	0.0
TRUE	S	32	4	6	0.0
TRUE	S	32	4	7	0.125838
TRUE	S	32	4	8	0.0
TRUE	S	32	4	9	0.0
TRUE	S	32	4	10	0.123151
TRUE	S	32	5	0	0.212184
TRUE	S	32	5	1	0.217399
TRUE	S	32	5	2	0.063882
TRUE	S	32	5	3	0.0
TRUE	S	32	5	4	0.0
TRUE	S	32	5	5	0.0
TRUE	S	32	5	6	0.0
TRUE	S	32	5	7	0.0
TRUE	S	32	5	8	0.210018
TRUE	S	32	5	9	0.0
TRUE	S	32	5	10	0.0
TRUE	S	35	0	0	0.210187
TRUE	S	35	0	1	0.111321
TRUE	S	35	0	2	0.074086
TRUE	S	35	0	3	0.0
TRUE	S	35	0	4	0.0
TRUE	S	35	0	5	0.0
TRUE	S	35	0	6	0.0
TRUE	S	35	0	7	0.0
TRUE	S	35	0	8	0.0
TRUE	S	35	0	9	0.0
TRUE	S	35	0	10	0.0
TRUE	S	35	0	11	0.0
TRUE	S	35	0	12	0.0
TRUE	S	35	0	13	0.0
TRUE	S	35	0	14	0.0
TRUE	S	35	0	15	0.0
TRUE	S	35	1	0	0.210729
TRUE	S	35	1	1	0.0
TRUE	S	35	1	2	0.08604
TRUE	S	35	1	3	0.202129
TRUE	S	35	1	4	0.0
TRUE	S	35	1	5	0.0
TRUE	S	35	1	6	0.0
TRUE	S	35	1	7	0.0
TRUE	S	35	1	8	0.0
TRUE	S	35	1	9	0.0
TRUE	S	35	1	10	0.0
TRUE	S	35	1	11	0.0
TRUE	S	35	1	12	0.0
TRUE	S	35	1	13	0.0
TRUE	S	35	1	14	0.0
TRUE	S	35	1	15	0.0
TRUE	S	35	2	0	0.216087
TRUE	S	35	2	1	0.0
TRUE	S	35	2	2	0.0
TRUE	S	35	2	3	0.0
TRUE	S	35	2	4	0.209187
TRUE	S	35	2	5	0.173943
TRUE	S	35	2	6	0.0
TRUE	S	35	2	7	0.0
TRUE	S	35	2	8	0.0
TRUE	S	35	2	9	0.0
TRUE	S	35	2	10	0.0
TRUE	S	35	2	11	0.0
TRUE	S	35	2	12	0.0
TRUE	S	35	2	13	0.0
TRUE	S	35	2	14	0.125189
TRUE	S	35	2	15	0.0
TRUE	S	35	3	0	0.221147
TRUE	S	35	3	1	0.0
TRUE	S	35	3	2	0.0
TRUE	S	35	3	3	0.0
TRUE	S	35	3	4	0.220073
TRUE	S	35	3	5	0.0
TRUE	S	35	3	6	0.0928473
TRUE	S	35	3	7	0.1327671
TRUE	S	35	3	8	0.200136
TRUE	S	35	3	9	0.0
TRUE	S	35	3	10	0.0
TRUE	S	35	3	11	0.0
TRUE	S	35	3	12	0.0
TRUE	S	35	3	13	0.0
TRUE	S	35	3	14	0.0
TRUE	S	35	3	15	0.086918
TRUE	S	35	4	0	0.211787
TRUE	S	35	4	1	0.120589
TRUE	S	35	4	2	0.0
TRUE	S	35	4	3	0.0
TRUE	S	35	4	4	0.0
TRUE	S	35	4	5	0.0
TRUE	S	35	4	6	0.0
TRUE	S	35	4	7	0.0
TRUE	S	35	4	8	0.0
TRUE	S	35	4	9	0.0
TRUE	S	35	4	10	0.0
TRUE	S	35	4	11	0.146349
TRUE	S	35	4	12	0.0
TRUE	S	35	4	13	0.0
TRUE	S	35	4	14	0.0
TRUE	S	35	4	15	0.0
TRUE	S	35	5	0	0.217504
TRUE	S	35	5	1	0.124396
TRUE	S	35	5	2	0.0
TRUE	S	35	5	3	0.0
TRUE	S	35	5	4	0.0
TRUE	S	35	5	5	0.0
TRUE	S	35	5	6	0.0
TRUE	S	35	5	7	0.0
TRUE	S	35	5	8	0.0
TRUE	S	35	5	9	0.120782
TRUE	S	35	5	10	0.190604
TRUE	S	35	5	11	0.0
TRUE	S	35	5	12	0.123068
TRUE	S	35	5	13	0.057182
TRUE	S	35	5	14	0.0
TRUE	S	35	5	15	0.0
TRUE	S	40	0	0	0.215442
TRUE	S	40	0	1	0.201945
TRUE	S	40	0	2	0.158314
TRUE	S	40	0	3	0.1003716
TRUE	S	40	0	4	0.1290964
TRUE	S	40	0	5	0.0
TRUE	S	40	0	6	0.0
TRUE	S	40	0	7	0.0
TRUE	S	40	0	8	0.0
TRUE	S	40	0	9	0.0
TRUE	S	40	0	10	0.0
TRUE	S	40	0	11	0.0
TRUE	S	40	0	12	0.0
TRUE	S	40	0	13	0.0
TRUE	S	40	0	14	0.0
TRUE	S	40	0	15	0.0
TRUE	S	40	1	0	0.218291
TRUE	S	40	1	1	0.214663
TRUE	S	40	1	2	0.207881
TRUE	S	40	1	3	0.1252021
TRUE	S	40	1	4	0.0
TRUE	S	40	1	5	0.0
TRUE	S	40	1	6	0.0
TRUE	S	40	1	7	0.0
TRUE	S	40	1	8	0.0
TRUE	S	40	1	9	0.0
TRUE	S	40	1	10	0.0
TRUE	S	40	1	11	0.0
TRUE	S	40	1	12	0.0
TRUE	S	40	1	13	0.0
TRUE	S	40	1	14	0.0
TRUE	S	40	1	15	0.0
TRUE	S	40	2	0	0.203267
TRUE	S	40	2	1	0.214259
TRUE	S	40	2	2	0.0
TRUE	S	40	2	3	0.0
TRUE	S	40	2	4	0.0
TRUE	S	40	2	5	0.1135624
TRUE	S	40	2	6	0.0
TRUE	S	40	2	7	0.0
TRUE	S	40	2	8	0.0
TRUE	S	40	2	9	0.0
TRUE	S	40	2	10	0.0
TRUE	S	40	2	11	0.0
TRUE	S	40	2	12	0.0
TRUE	S	40	2	13	0.0
TRUE	S	40	2	14	0.0
TRUE	S	40	2	15	0.06816
TRUE	S	40	3	0	0.223629
TRUE	S	40	3	1	0.0
TRUE	S	40	3	2	0.0
TRUE	S	40	3	3	0.0
TRUE	S	40	3	4	0.211683
TRUE	S	40	3	5	0.0
TRUE	S	40	3	6	0.1173759
TRUE	S	40	3	7	0.0932069
TRUE	S	40	3	8	0.0
TRUE	S	40	3	9	0.0
TRUE	S	40	3	10	0.0
TRUE	S	40	3	11	0.0
TRUE	S	40	3	12	0.0
TRUE	S	40	3	13	0.0
TRUE	S	40	3	14	0.103317
TRUE	S	40	3	15	0.0
TRUE	S	40	4	0	0.216581
TRUE	S	40	4	1	0.0
TRUE	S	40	4	2	0.0
TRUE	S	40	4	3	0.0
TRUE	S	40	4	4	0.217769
TRUE	S	40	4	5	0.0
TRUE	S	40	4	6	0.0
TRUE	S	40	4	7	0.0
TRUE	S	40	4	8	0.0
TRUE	S	40	4	9	0.0
TRUE	S	40	4	10	0.0
TRUE	S	40	4	11	0.0
TRUE	S	40	4	12	0.0
TRUE	S	40	4	13	0.071984
TRUE	S	40	4	14	0.0
TRUE	S	40	4	15	0.0
TRUE	S	40	5	0	0.22007
TRUE	S	40	5	1	0.0
TRUE	S	40	5	2	0.0
TRUE	S	40	5	3	0.0
TRUE	S	40	5	4	0.219467
TRUE	S	40	5	5	0.0
TRUE	S	40	5	6	0.196034
TRUE	S	40	5	7	0.0
TRUE	S	40	5	8	0.1278096
TRUE	S	40	5	9	0.0
TRUE	S	40	5	10	0.0
TRUE	S	40	5	11	0.07475
TRUE	S	40	5	12	0.102497
TRUE	S	40	5	13	0.0
TRUE	S	40	5	14	0.104426
TRUE	S	40	5	15	0.0
TRUE	S	40	6	0	0.21441
TRUE	S	40	6	1	0.0
TRUE	S	40	6	2	0.0
TRUE	S	40	6	3	0.0
TRUE	S	40	6	4	0.212633
TRUE	S	40	6	5	0.0
TRUE	S	40	6	6	0.0
TRUE	S	40	6	7	0.0
TRUE	S	40	6	8	0.0
TRUE	S	40	6	9	0.177977
TRUE	S	40	6	10	0.155411
TRUE	S	40	6	11	0.0
TRUE	S	40	6	12	0.0
TRUE	S	40	6	13	0.071561
TRUE	S	40	6	14	0.0
TRUE	S	40	6	15	0.0
TRUE	S	49	0	0	0.222926
TRUE	S	49	0	1	0.202632
TRUE	S	49	0	2	0.156984
TRUE	S	49	0	3	0.1212513
TRUE	S	49	0	4	0.0
TRUE	S	49	0	5	0.0
TRUE	S	49	0	6	0.0
TRUE	S	49	0	7	0.0
TRUE	S	49	0	8	0.0
TRUE	S	49	0	9	0.0
TRUE	S	49	0	10	0.0
TRUE	S	49	0	11	0.0
TRUE	S	49	0	12	0.0
TRUE	S	49	1	0	0.223506
TRUE	S	49	1	1	0.211982
TRUE	S	49	1	2	0.185069
TRUE	S	49	1	3	0.145603
TRUE	S	49	1	4	0.0
TRUE	S	49	1	5	0.0
TRUE	S	49	1	6	0.0
TRUE	S	49	1	7	0.0
TRUE	S	49	1	8	0.0
TRUE	S	49	1	9	0.0
TRUE	S	49	1	10	0.0
TRUE	S	49	1	11	0.0
TRUE	S	49	1	12	0.0
TRUE	S	49	2	0	0.21948
TRUE	S	49	2	1	0.208214
TRUE	S	49	2	2	0.209145
TRUE	S	49	2	3	0.208468
TRUE	S	49	2	4	0.130979
TRUE	S	49	2	5	0.095968
TRUE	S	49	2	6	0.0
TRUE	S	49	2	7	0.0
TRUE	S	49	2	8	0.0
TRUE	S	49	2	9	0.0
TRUE	S	49	2	10	0.0
TRUE	S	49	2	11	0.110657
TRUE	S	49	2	12	0.203614
TRUE	S	49	3	0	0.188964
TRUE	S	49	3	1	0.209885
TRUE	S	49	3	2	0.211183
TRUE	S	49	3	3	0.0
TRUE	S	49	3	4	0.156432
TRUE	S	49	3	5	0.0
TRUE	S	49	3	6	0.0
TRUE	S	49	3	7	0.0
TRUE	S	49	3	8	0.0
TRUE	S	49	3	9	0.086069
TRUE	S	49	3	10	0.0
TRUE	S	49	3	11	0.0
TRUE	S	49	3	12	0.0
TRUE	S	49	4	0	0.223442
TRUE	S	49	4	1	0.202288
TRUE	S	49	4	2	0.0
TRUE	S	49	4	3	0.0
TRUE	S	49	4	4	0.0
TRUE	S	49	4	5	0.0
TRUE	S	49	4	6	0.0
TRUE	S	49	4	7	0.0
TRUE	S	49	4	8	0.0
TRUE	S	49	4	9	0.0
TRUE	S	49	4	10	0.105877
TRUE	S	49	4	11	0.0
TRUE	S	49	4	12	0.0
TRUE	S	49	5	0	0.212184
TRUE	S	49	5	1	0.228569
TRUE	S	49	5	2	0.198959
TRUE	S	49	5	3	0.217769
TRUE	S	49	5	4	0.0
TRUE	S	49	5	5	0.0
TRUE	S	49	5	6	0.208506
TRUE	S	49	5	7	0.1061128
TRUE	S	49	5	8	0.151642
TRUE	S	49	5	9	0.0
TRUE	S	49	5	10	0.0
TRUE	S	49	5	11	0.0
TRUE	S	49	5	12	0.207095
TRUE	S	62	0	0	0.205733
TRUE	S	62	0	1	0.188491
TRUE	S	62	0	2	0.1110961
TRUE	S	62	0	3	0.0
TRUE	S	62	0	4	0.0
TRUE	S	62	0	5	0.0
TRUE	S	62	0	6	0.0
TRUE	S	62	0	7	0.0
TRUE	S	62	0	8	0.0
TRUE	S	62	0	9	0.0
TRUE	S	62	0	10	0.0
TRUE	S	62	0	11	0.0
TRUE	S	62	0	12	0.0
TRUE	S	62	0	13	0.0
TRUE	S	62	1	0	0.202011
TRUE	S	62	1	1	0.187629
TRUE	S	62	1	2	0.0
TRUE	S	62	1	3	0.0
TRUE	S	62	1	4	0.0
TRUE	S	62	1	5	0.0
TRUE	S	62	1	6	0.0
TRUE	S	62	1	7	0.0
TRUE	S	62	1	8	0.0
TRUE	S	62	1	9	0.0
TRUE	S	62	1	10	0.0
TRUE	S	62	1	11	0.0
TRUE	S	62	1	12	0.0
TRUE	S	62	1	13	0.0
TRUE	S	62	2	0	0.217768
TRUE	S	62	2	1	0.208223
TRUE	S	62	2	2	0.0
TRUE	S	62	2	3	0.1451299
TRUE	S	62	2	4	0.0
TRUE	S	62	2	5	0.0
TRUE	S	62	2	6	0.0
TRUE	S	62	2	7	0.0
TRUE	S	62	2	8	0.0
TRUE	S	62	2	9	0.0
TRUE	S	62	2	10	0.0
TRUE	S	62	2	11	0.0
TRUE	S	62	2	12	0.0
TRUE	S	62	2	13	0.204135
TRUE	S	62	3	0	0.215442
TRUE	S	62	3	1	0.0
TRUE	S	62	3	2	0.0
TRUE	S	62	3	3	0.0
TRUE	S	62	3	4	0.146715
TRUE	S	62	3	5	0.193613
TRUE	S	62	3	6	0.0
TRUE	S	62	3	7	0.0
TRUE	S	62	3	8	0.0
TRUE	S	62	3	9	0.0
TRUE	S	62	3	10	0.0
TRUE	S	62	3	11	0.0
TRUE	S	62	3	12	0.126691
TRUE	S	62	3	13	0.0
TRUE	S	62	4	0	0.224905
TRUE	S	62	4	1	0.0
TRUE	S	62	4	2	0.0
TRUE	S	62	4	3	0.0
TRUE	S	62	4	4	0.0
TRUE	S	62	4	5	0.0
TRUE	S	62	4	6	0.150393
TRUE	S	62	4	7	0.1246876
TRUE	S	62	4	8	0.0
TRUE	S	62	4	9	0.0
TRUE	S	62	4	10	0.0
TRUE	S	62	4	11	0.094903
TRUE	S	62	4	12	0.0
TRUE	S	62	4	13	0.0
TRUE	S	62	5	0	0.227026
TRUE	S	62	5	1	0.20272
TRUE	S	62	5	2	0.0
TRUE	S	62	5	3	0.0
TRUE	S	62	5	4	0.0
TRUE	S	62	5	5	0.0
TRUE	S	62	5	6	0.0
TRUE	S	62	5	7	0.0
TRUE	S	62	5	8	0.09438
TRUE	S	62	5	9	0.082192
TRUE	S	62	5	10	0.080813
TRUE	S	62	5	11	0.0
TRUE	S	62	5	12	0.0
TRUE	S	62	5	13	0.0
TRUE	S	81	0	0	0.151816
TRUE	S	81	0	1	0.19514
TRUE	S	81	0	2	0.117638
TRUE	S	81	0	3	0.187686
TRUE	S	81	0	4	0.148378
TRUE	S	81	0	5	0.0
TRUE	S	81	0	6	0.0
TRUE	S	81	0	7	0.0
TRUE	S	81	0	8	0.0
TRUE	S	81	0	9	0.0
TRUE	S	81	0	10	0.0
TRUE	S	81	0	11	0.0
TRUE	S	81	0	12	0.0
TRUE	S	81	0	13	0.0
TRUE	S	81	0	14	0.0
TRUE	S	81	0	15	0.0
TRUE	S	81	1	0	0.152789
TRUE	S	81	1	1	0.207725
TRUE	S	81	1	2	0.122354
TRUE	S	81	1	3	0.1048053
TRUE	S	81	1	4	0.0
TRUE	S	81	1	5	0.0
TRUE	S	81	1	6	0.0
TRUE	S	81	1	7	0.0
TRUE	S	81	1	8	0.0
